"Facility ID","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","Start Date","End Date","FAPH Measure Description","FAPH-30 %","FAPH-30 Denominator","FAPH-30 Footnote","FAPH-7 %","FAPH-7 Denominator","FAPH-7 Footnote","FAPH Measure Start Date","FAPH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date"
240106,"Screening for metabolic disorders (SMD)",86,438,,"Alcohol use brief intervention provided or offered",90,219,,98,199,,"Alcohol and other drug use disorder treatment provided or offered at discharge",50,183,,26,183,,"Tobacco use treatment provided or offered at discharge",68,225,,6,225,,"Transition record with specified elements received by discharged patients (TR1)",40,593,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",59.9,177,,27.1,177,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge",94.3,265,,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Better Than the National Rate",369,15.5,12.7,18.7,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",88,289,,10/01/2023,03/31/2024
240115,"Screening for metabolic disorders (SMD)",98,242,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",1,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",1,"Not Available","Not Available",1,"Transition record with specified elements received by discharged patients (TR1)",74,268,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization",95.1,41,,78,41,,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",108,19.1,14.1,25.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,106,,10/01/2023,03/31/2024
241329,"Screening for metabolic disorders (SMD)","Not Available","Not Available",5,"Alcohol use brief intervention provided or offered","Not Available","Not Available",5,"Not Available","Not Available",5,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",5,"Not Available","Not Available",5,"Transition record with specified elements received by discharged patients (TR1)","Not Available","Not Available",5,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)","Not Available","Not Available",5,10/01/2023,03/31/2024
241356,"Screening for metabolic disorders (SMD)",72,78,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",46,83,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",84,49,,10/01/2023,03/31/2024
241359,"Screening for metabolic disorders (SMD)",98,62,,"Alcohol use brief intervention provided or offered",90,42,,43,42,,"Alcohol and other drug use disorder treatment provided or offered at discharge",60,53,,38,53,,"Tobacco use treatment provided or offered at discharge",96,78,,0,78,,"Transition record with specified elements received by discharged patients (TR1)",91,279,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",59,19.8,14.3,27.1,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",98,131,,10/01/2023,03/31/2024
241362,"Screening for metabolic disorders (SMD)",58,67,,"Alcohol use brief intervention provided or offered",20,35,,"Not Available","Not Available",1,"Alcohol and other drug use disorder treatment provided or offered at discharge",80,15,,67,15,,"Tobacco use treatment provided or offered at discharge",14,22,,0,22,,"Transition record with specified elements received by discharged patients (TR1)",98,127,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",55,19.9,14.3,27.5,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",53,57,,10/01/2023,03/31/2024
241378,"Screening for metabolic disorders (SMD)",93,169,,"Alcohol use brief intervention provided or offered",55,42,,62,37,,"Alcohol and other drug use disorder treatment provided or offered at discharge",55,40,,42,40,,"Tobacco use treatment provided or offered at discharge",14,28,,0,28,,"Transition record with specified elements received by discharged patients (TR1)",71,300,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",55,17,12.3,22.9,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",99,124,,10/01/2023,03/31/2024
244002,"Screening for metabolic disorders (SMD)",82,187,,"Alcohol use brief intervention provided or offered",42,86,,45,76,,"Alcohol and other drug use disorder treatment provided or offered at discharge",86,71,,61,71,,"Tobacco use treatment provided or offered at discharge",42,33,,3,33,,"Transition record with specified elements received by discharged patients (TR1)",83,245,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Better Than the National Rate",66,14.2,10.1,19.3,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",86,98,,10/01/2023,03/31/2024
244005,"Screening for metabolic disorders (SMD)",92,12,,"Alcohol use brief intervention provided or offered","Not Available","Not Available",7,"Not Available","Not Available",7,"Alcohol and other drug use disorder treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Tobacco use treatment provided or offered at discharge","Not Available","Not Available",7,"Not Available","Not Available",7,"Transition record with specified elements received by discharged patients (TR1)",57,21,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",5,"Not Available","Not Available",5,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",5,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Not Available","Not Available","Not Available","Not Available","Not Available",5,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",55,11,,10/01/2023,03/31/2024
244011,"Screening for metabolic disorders (SMD)",97,78,,"Alcohol use brief intervention provided or offered",100,26,,92,26,,"Alcohol and other drug use disorder treatment provided or offered at discharge",93,29,,14,29,,"Tobacco use treatment provided or offered at discharge",48,21,,0,21,,"Transition record with specified elements received by discharged patients (TR1)",88,91,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",93,44,,10/01/2023,03/31/2024
244012,"Screening for metabolic disorders (SMD)",100,88,,"Alcohol use brief intervention provided or offered",100,39,,100,39,,"Alcohol and other drug use disorder treatment provided or offered at discharge",95,37,,70,37,,"Tobacco use treatment provided or offered at discharge",94,35,,0,35,,"Transition record with specified elements received by discharged patients (TR1)",57,94,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",97,33,,10/01/2023,03/31/2024
244013,"Screening for metabolic disorders (SMD)",87,70,,"Alcohol use brief intervention provided or offered",91,23,,76,21,,"Alcohol and other drug use disorder treatment provided or offered at discharge",80,30,,50,30,,"Tobacco use treatment provided or offered at discharge",67,24,,8,24,,"Transition record with specified elements received by discharged patients (TR1)",87,78,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","Number of Cases Too Small","Not Available","Not Available","Not Available","Not Available",1,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",96,26,,10/01/2023,03/31/2024
244014,"Screening for metabolic disorders (SMD)",97,100,,"Alcohol use brief intervention provided or offered",72,43,,75,36,,"Alcohol and other drug use disorder treatment provided or offered at discharge",88,69,,51,69,,"Tobacco use treatment provided or offered at discharge",67,43,,7,43,,"Transition record with specified elements received by discharged patients (TR1)",94,108,,01/01/2023,12/31/2023,"Percent of patients receiving follow-up care within 30 days (FAPH-30) or within 7 days (FAPH-7) after psychiatric hospitalization","Not Available","Not Available",1,"Not Available","Not Available",1,07/01/2022,06/30/2023,"Medication Continuation Following Inpatient Psychiatric Discharge","Not Available","Not Available",1,07/01/2021,06/30/2023,"Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF)","No Different Than the National Rate",29,15.6,10.8,22.0,,07/01/2021,06/30/2023,"Influenza immunization (IPFQR-IMM-2)",58,52,,10/01/2023,03/31/2024
